,school_code,school_name,school_score,students_amount
0,135806,COL DAVID EISENHOWER                                        ,63.61222222222222,1
1,55129,COL LA QUINTA DEL PUENTE,63.186702508960565,31
2,79160,COLEGIO BILINGUE DIANA OESE ,62.91717171717171,11
3,19489,COL SANTA FRANCISCA ROMANA                                                                          ,62.37588693957117,57
4,55988,COL LOS NOGALES                                                                                     ,61.58761904761906,56
5,54528,COL. INTERNACIONAL DE EDUCACIÓN INTEGRAL - CIEDI LTDA - SEDE PRINCIPAL,60.93282828282829,22
6,27011,GIMN. CARTAGENA DE INDIAS,60.922577777777775,25
7,24281,COL SAN JORGE DE INGLATERRA                                                                         ,60.533735632183905,58
8,25130,GIMN VERMONT                                                                                        ,60.3093253968254,84
9,19331,COL ABRAHAM LINCOLN                                                                                 ,60.2697777777778,65
10,19471,COL SAN CARLOS                                                                                      ,60.22241496598638,98
11,135558,COLEGIO REAL (ROYAL SCHOOL) - SEDE PRINCIPAL,60.165102880658424,27
12,79327,GIMN LA MONTAÑA,60.06674603174602,42
13,46490,FUND GIMN LOS PORTALES                                                                              ,59.883972222222226,40
14,16774,COLEGIO COLOMBO BRITÁNICO,59.83347031963469,73
15,19513,FUND NUEVO MARYMOUNT                                                                                ,59.82283018867924,53
16,43562,COL CAMPOALEGRE LTDA - SEDE PRINCIPAL,59.813816425120784,23
17,106229,COL FUND CARDENAL JHON HENRY NEWMAN                         ,59.35680555555555,24
18,74062,COL YARIGUIES                                                                                       ,59.25777777777777,1
19,62497,COL SAN MATEO APOSTOL                                                                               ,59.203842592592586,48
20,156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,59.09755555555555,10
21,118364,COLEGIO ALTAMIRA,59.0571164021164,42
22,110858,COL NUEVO CAMBRIDGE,58.98513131313132,55
23,19349,COL ANDINO                                                                                          ,58.867245053272434,73
24,17004,COLEGIO HISPANOAMERICANO,58.84740740740739,84
25,46557,COLEGIO BRITANICO INTERNACIONAL,58.81474747474745,66
26,3327,COLEGIO HEBREO UNION - SEDE PRINCIPAL,58.67152046783625,19
27,95414,COL HACIENDA LOS ALCAPARROS                                 ,58.50698067632851,46
