,school_code,school_name,school_score,students_amount
0,368276000826,COL LA QUINTA DEL PUENTE,41.904761904761905,21
1,311769003342,COL LOS NOGALES,41.657142857142865,50
2,311769000165,COL SAN JORGE DE INGLATERRA,41.31926406926407,66
3,376001013441,COLEGIO BILINGUE DIANA OESE,40.767857142857146,12
4,376001002376,COLEGIO HISPANOAMERICANO,40.69078947368422,76
5,376001002279,COLEGIO COLOMBO BRITÁNICO,40.46780684104629,71
6,376001026968,COLEGIO FREINET,40.42640692640693,33
7,308001012813,CORPORACION EDUCATIVA COLEGIO ITALIANO GALILEO GALILEI,39.90909090909091,11
8,311848000278,GIMN VERMONT                                                                                        ,39.81794425087107,82
9,368001000516,COL NUEVO CAMBRIDGE,39.791208791208796,39
10,311769000866,FUND NUEVO MARYMOUNT                                                                                ,39.68812877263581,71
11,311848002262,COL ITALIANO LEONARDO DA VINCI,39.66981132075471,53
12,376001011464,COLEGIO GIMNASIO LA COLINA,39.625,16
13,311769004292,COL SAN MATEO APOSTOL                                                                               ,39.59953161592506,61
14,311848002424,COL SAN CARLOS                                                                                      ,39.40456182472991,119
15,311769000475,ASPAEN GIMNASIO IRAGUA,39.3344155844156,66
16,417873000544,ASOCIACION COLEGIO GRANADINO,39.27380952380953,42
17,311001087288,GIMN LA MONTAÑA                                                                                     ,39.23857142857143,50
18,311769002818,COLEGIO INTERNACIONAL DE EDUCACION INTEGRAL - CIEDI,39.21212121212122,33
19,376001000276,COL BERCHMANS,39.17678571428572,120
20,311001047863,FUNDACION COLEGIO CARDENAL JHON HENRY NEWMAN                         ,39.16607142857142,40
21,308001077745,COLEGIO REAL (ROYAL SCHOOL),39.16112956810632,43
22,376001000829,LICEO BENALCAZAR,39.14437689969606,47
23,311848002351,COL SANTA FRANCISCA ROMANA,39.13801452784504,59
24,476892099710,COLEGIO INTERNACIONAL LOS CAÑAVERALES,39.0969387755102,14
25,311001002347,COL JOSE MAX LEON,39.07922077922078,55
26,308001101153,COLEGIO BRITANICO INTERNACIONAL,38.99063231850118,61
27,308001074771,COLEGIO HEBREO UNION,38.93506493506493,11
28,311001107289,GIMN ALESSANDRO VOLTA,38.845238095238095,12
29,311001105430,COL LA COLINA                                                                                       ,38.7936507936508,9
